client_id,clnt_age,clnt_tenure_yr,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth,tenure_segment,age_segment,bal_category
1368796,71,38,M,2,607506.13,5,8,long_tenure,old,alto
1368967,32,7,U,2,33626.55,2,5,new,young,bajo
1369223,49,7,U,2,174579.36,1,4,new,middle,alto
1369270,28,9,U,2,39184.0,0,3,new,young,medio
1370785,36,4,M,2,54983.51,5,8,new,middle,medio
1371162,55,15,F,3,44370.07,1,4,long_tenure,middle,medio
1371185,62,21,M,2,54810.21,5,8,long_tenure,old,medio
1371434,42,14,M,2,171201.89,6,9,long_tenure,middle,alto
1371807,54,5,U,2,48891.26,1,4,new,middle,medio
1371895,23,6,U,2,34844.13,0,3,new,young,bajo
1371969,68,4,U,2,175869.97999999998,5,8,new,old,alto
1372009,56,15,M,2,264154.3,6,9,long_tenure,middle,alto
1372908,56,4,U,3,75013.56,6,9,new,middle,medio
1373403,28,4,U,2,29879.61,3,6,new,young,bajo
1373405,64,8,M,2,102157.94,1,4,new,old,medio
1373659,22,4,U,2,38576.31,1,4,new,young,medio
1374023,68,7,M,2,49898.76,6,9,new,old,medio
1374037,48,10,M,2,238516.15,6,9,long_tenure,middle,alto
1374192,63,11,M,2,33562.009999999995,2,5,long_tenure,old,bajo
1374251,39,4,U,2,35083.59,2,5,new,middle,bajo
1374292,60,15,F,2,62159.14,6,9,long_tenure,old,medio
1374352,29,4,U,2,35465.7,5,8,new,young,bajo
1375262,57,30,F,2,117685.84,6,9,long_tenure,middle,medio
1375516,65,7,M,2,46974.67999999999,0,3,new,old,medio
1375567,64,6,U,2,52366.67999999999,3,6,new,old,medio
1375628,57,15,M,3,192177.76,6,9,long_tenure,middle,alto
1375726,43,10,M,2,45989.82,4,7,long_tenure,middle,medio
1376404,52,13,M,2,42555.61,0,3,long_tenure,middle,medio
1376476,49,21,F,3,84609.63,3,6,long_tenure,middle,medio
1377017,61,10,F,2,26757.78,1,4,long_tenure,old,bajo
1377639,66,14,F,2,46575.28999999999,0,4,long_tenure,old,medio
1377697,53,21,F,3,173095.62,5,8,long_tenure,middle,alto
1377934,29,4,F,4,147320.53,5,8,new,young,alto
1377937,61,14,F,2,241670.88,6,9,long_tenure,old,alto
1378016,27,7,M,4,60845.25,4,7,new,young,medio
1378028,60,15,F,2,125990.26,3,6,long_tenure,old,medio
1378044,59,12,F,2,55632.47,3,6,long_tenure,middle,medio
1378058,39,21,U,2,70091.86,4,7,long_tenure,middle,medio
1378191,39,24,M,2,48536.86,0,3,long_tenure,middle,medio
1378200,47,22,M,2,69009.64,5,8,long_tenure,middle,medio
1379217,29,22,M,2,53671.7,1,4,long_tenure,young,medio
1379581,58,10,M,2,72390.9,1,4,long_tenure,middle,medio
1379815,29,8,U,3,107114.11,6,9,new,young,medio
1380296,67,7,U,2,28269.92,2,5,new,old,bajo
1380423,32,4,U,2,50365.58,1,4,new,young,medio
1381043,68,19,M,3,84357.09,6,9,long_tenure,old,medio
1381230,49,5,U,3,36966.83,2,5,new,middle,bajo
1381379,60,23,F,2,26527.85,2,5,long_tenure,old,bajo
1381843,54,5,U,2,245070.19,5,8,new,middle,alto
1382524,36,14,F,2,53842.41,2,5,long_tenure,middle,medio
1382736,52,12,F,3,55167.52,6,9,long_tenure,middle,medio
1382803,50,20,F,2,82565.13,1,4,long_tenure,middle,medio
1383021,39,6,M,2,33686.78,0,3,new,middle,bajo
1383318,62,29,F,2,131208.44,3,6,long_tenure,old,medio
1383557,24,6,U,2,28481.23,5,8,new,young,bajo
1383699,72,7,U,2,166059.28999999998,6,9,new,old,alto
1384091,53,15,M,2,295959.6,2,5,long_tenure,middle,alto
1384394,77,19,F,2,84554.48999999999,2,5,long_tenure,old,medio
1384451,44,11,M,2,26179.95,6,9,long_tenure,middle,bajo
1384555,46,11,F,2,144620.72999999998,0,3,long_tenure,middle,alto
1384594,58,29,M,2,26880.67,0,3,long_tenure,middle,bajo
1384630,55,6,U,2,50414.9,0,3,new,middle,medio
1384935,33,4,U,3,125330.38,6,9,new,middle,medio
1384988,60,13,F,2,144397.24,3,6,long_tenure,old,alto
1385159,62,11,F,3,66728.17,4,7,long_tenure,old,medio
1385366,58,8,U,2,131594.7,6,9,new,middle,medio
1385851,19,5,U,2,34925.59,2,5,new,young,bajo
1385958,58,17,M,2,56520.4,0,3,long_tenure,middle,medio
1386231,49,10,M,2,30586.91,1,4,long_tenure,middle,bajo
1386336,52,9,F,2,36878.3,2,5,new,middle,bajo
1386684,72,33,M,2,120078.33,1,4,long_tenure,old,medio
1386769,66,8,F,2,39925.13,0,4,new,old,medio
1386851,22,5,U,2,51876.13,6,9,new,young,medio
1387501,48,7,U,2,47609.53999999999,5,8,new,middle,medio
1387596,65,5,M,2,28195.51,1,4,new,old,bajo
1387646,23,5,U,2,28543.44,3,6,new,young,bajo
1388127,27,20,F,2,76469.4,0,5,long_tenure,young,medio
1388161,33,13,F,2,24323.53,3,6,long_tenure,middle,bajo
1388375,63,7,U,2,600804.41,3,6,new,old,alto
1388554,37,15,F,2,52709.47,1,4,long_tenure,middle,medio
1388684,39,5,U,3,63248.53,0,3,new,middle,medio
1388717,44,12,M,2,246584.85,4,9,long_tenure,middle,alto
1389096,41,11,F,2,64147.25,2,5,long_tenure,middle,medio
1389367,29,10,F,2,25196.11,4,7,long_tenure,young,bajo
1389369,55,13,M,2,262712.96,6,9,long_tenure,middle,alto
1389625,52,26,M,3,33509.22,6,9,long_tenure,middle,bajo
1390327,52,18,F,4,499835.63,3,6,long_tenure,middle,alto
1390367,24,6,U,2,78061.98999999999,4,7,new,young,medio
1390689,28,5,U,2,64511.32,5,8,new,young,medio
1390847,27,5,U,2,198271.95,3,6,new,young,alto
1391140,33,8,U,4,187949.7,6,9,new,middle,alto
1391220,33,14,F,2,31864.1,0,3,long_tenure,middle,bajo
1391264,22,22,F,2,99829.54,0,4,long_tenure,young,medio
1391422,36,12,F,2,72643.31,6,9,long_tenure,middle,medio
1391482,38,9,M,4,211119.25,6,9,new,middle,alto
1391521,27,4,U,3,39288.19,2,5,new,young,medio
1391630,43,7,M,3,64239.83,4,7,new,middle,medio
1392234,53,7,U,2,122250.89,5,8,new,middle,medio
1392294,59,17,F,2,149111.5,3,6,long_tenure,middle,alto
1392438,40,16,M,2,42529.07,4,7,long_tenure,middle,medio
1392842,58,13,F,2,25751.02,6,9,long_tenure,middle,bajo
1393064,68,29,F,2,114803.78,4,7,long_tenure,old,medio
1393168,33,5,F,2,49925.72,1,4,new,middle,medio
1393178,41,12,F,2,26482.67,2,5,long_tenure,middle,bajo
1393226,61,9,F,3,215508.98,5,8,new,old,alto
1393271,62,15,F,2,33655.61,2,5,long_tenure,old,bajo
1393303,31,5,U,2,30721.48,0,3,new,young,bajo
1393360,32,12,M,2,55440.33,2,5,long_tenure,young,medio
1393419,58,12,M,3,64708.21,4,7,long_tenure,middle,medio
1393937,29,5,U,2,51497.51,5,8,new,young,medio
1394255,44,15,U,3,200613.23,6,9,long_tenure,middle,alto
1394498,46,12,F,2,106894.16,1,4,long_tenure,middle,medio
1395147,30,6,U,2,26847.74,0,3,new,young,bajo
1395331,63,5,F,2,69096.75,6,9,new,old,medio
1395619,52,13,M,2,85411.91,6,9,long_tenure,middle,medio
1396470,62,11,M,2,117809.53,1,4,long_tenure,old,medio
1396504,45,16,M,2,174355.22999999998,0,3,long_tenure,middle,alto
1396685,38,5,U,2,98843.03,5,8,new,middle,medio
1396964,71,10,F,2,33255.119999999995,2,5,long_tenure,old,bajo
1397460,34,7,U,2,146559.15,4,7,new,middle,alto
1397506,77,28,F,2,110184.74,6,9,long_tenure,old,medio
1397601,61,10,F,2,34333.85,4,7,long_tenure,old,bajo
1397788,22,4,U,3,64726.71,5,8,new,young,medio
1397821,69,14,F,2,467296.07,0,3,long_tenure,old,alto
1397874,68,24,F,2,35302.68,1,4,long_tenure,old,bajo
1398101,55,11,M,2,48230.87,5,8,long_tenure,middle,medio
1398109,63,11,F,2,265185.29,6,9,long_tenure,old,alto
1398233,59,22,F,2,157560.33000000002,3,6,long_tenure,middle,alto
1398387,26,13,F,3,36573.75,6,9,long_tenure,young,bajo
1398572,33,12,M,2,91006.36,5,8,long_tenure,middle,medio
1398774,30,7,U,3,101884.72,4,7,new,young,medio
1398782,44,15,M,2,130950.49,5,8,long_tenure,middle,medio
1399011,57,8,U,2,29068.97,5,9,new,middle,bajo
1399145,33,7,U,2,29738.29,6,9,new,middle,bajo
1399639,67,13,M,3,139410.01,4,8,long_tenure,old,alto
1399670,45,25,F,3,337568.83,2,5,long_tenure,middle,alto
1399675,50,5,F,2,62063.63,2,5,new,middle,medio
1399753,39,14,F,2,27110.98,0,3,long_tenure,middle,bajo
1400056,26,22,F,2,70683.61,0,3,long_tenure,young,medio
1400164,38,10,U,2,70745.76999999999,2,5,long_tenure,middle,medio
1400233,31,11,M,3,63186.74,6,9,long_tenure,young,medio
1401317,38,15,U,2,347802.78,5,8,long_tenure,middle,alto
1401322,28,7,U,4,275859.02,6,9,new,young,alto
1401486,44,8,F,2,143965.01,4,7,new,middle,alto
1401686,49,4,U,2,99937.07,0,3,new,middle,medio
1401817,48,19,F,3,131671.36,3,6,long_tenure,middle,medio
1402032,81,11,F,2,82970.39,6,9,long_tenure,old,medio
1402579,22,4,U,2,30671.59,0,3,new,young,bajo
1402600,44,27,F,2,41931.21,0,3,long_tenure,middle,medio
1402721,60,13,F,2,157810.97999999998,6,9,long_tenure,old,alto
1402734,35,9,M,2,31913.03,0,3,new,middle,bajo
1402919,60,6,M,2,236830.88,3,6,new,old,alto
1403609,52,15,F,2,131484.55,2,5,long_tenure,middle,medio
1403776,68,19,M,2,53751.53999999999,2,5,long_tenure,old,medio
1403894,63,22,F,3,231124.28,4,7,long_tenure,old,alto
1404434,52,15,F,2,30690.37,0,3,long_tenure,middle,bajo
1404657,24,8,U,2,27356.93,1,4,new,young,bajo
1404855,31,18,F,3,108586.34,6,9,long_tenure,young,medio
1404893,36,12,F,3,115973.16,6,9,long_tenure,middle,medio
1405108,32,9,F,2,34595.45,1,4,new,young,bajo
1405605,39,13,M,3,441430.87,6,9,long_tenure,middle,alto
1405893,51,8,M,3,164366.18,0,3,new,middle,alto
1406054,46,5,M,2,262768.61,2,5,new,middle,alto
1406079,52,10,M,3,171808.87,2,5,long_tenure,middle,alto
1406173,33,22,M,2,47686.17,6,9,long_tenure,middle,medio
1406408,40,13,F,2,227061.68,1,4,long_tenure,middle,alto
1406422,42,6,U,2,65074.65,4,7,new,middle,medio
1406494,42,14,M,2,55242.27,5,8,long_tenure,middle,medio
1406613,54,5,F,3,1140962.09,5,8,new,middle,alto
1406623,30,8,M,2,80334.92,1,4,new,young,medio
1406631,64,21,M,2,55178.99,4,7,long_tenure,old,medio
1406771,65,21,U,2,90597.86,6,9,long_tenure,old,medio
1406777,28,19,M,2,83231.97,1,4,long_tenure,young,medio
1407121,48,13,M,2,55953.08,5,8,long_tenure,middle,medio
1407523,47,14,F,2,37156.11,2,5,long_tenure,middle,bajo
1407652,39,6,U,2,26613.77,0,3,new,middle,bajo
1408318,53,6,U,2,60077.16,0,3,new,middle,medio
1408332,22,7,U,3,64395.49,6,9,new,young,medio
1409010,57,5,M,2,103793.04,5,8,new,middle,medio
1409164,59,9,U,3,611990.67,6,9,new,middle,alto
1409376,52,22,M,2,48391.56,0,4,long_tenure,middle,medio
1410032,47,21,F,2,406674.16,5,8,long_tenure,middle,alto
1410085,39,20,F,4,130806.24,4,7,long_tenure,middle,medio
1410142,39,16,F,2,195297.98,0,3,long_tenure,middle,alto
1410166,59,7,U,2,263955.83,6,9,new,middle,alto
1410425,28,8,M,2,63116.91,3,6,new,young,medio
1410997,45,3,U,2,67472.4,2,5,new,middle,medio
1411120,58,6,F,4,88167.18,4,7,new,middle,medio
1411421,55,4,U,2,34058.2,0,3,new,middle,bajo
1411452,28,5,U,2,29731.57,0,3,new,young,bajo
1411520,66,6,U,2,71354.1,2,5,new,old,medio
1411774,30,6,U,2,39663.68,3,6,new,young,medio
1411830,20,12,U,2,34143.04,1,4,long_tenure,young,bajo
1412035,38,11,F,2,71229.57,6,9,long_tenure,middle,medio
1412119,35,5,U,2,51590.89,5,8,new,middle,medio
1412125,57,21,M,2,52417.28,6,9,long_tenure,middle,medio
1412211,51,5,M,2,187613.76,6,9,new,middle,alto
1412221,50,14,F,2,103658.61,5,8,long_tenure,middle,medio
1412277,40,14,M,2,44033.36,1,4,long_tenure,middle,medio
1412733,49,10,F,2,33649.08,2,5,long_tenure,middle,bajo
1412858,29,5,U,3,30587.49,1,4,new,young,bajo
1413324,40,9,M,2,90647.04,2,5,new,middle,medio
1413326,63,19,M,2,35682.09,5,8,long_tenure,old,bajo
1413426,50,4,U,2,47266.03,3,6,new,middle,medio
1413769,55,13,F,3,48092.82,1,4,long_tenure,middle,medio
1414085,58,22,M,3,1018778.7,2,6,long_tenure,middle,alto
1414194,25,5,U,3,48597.95,6,9,new,young,medio
1414732,62,21,M,3,53249.53999999999,6,9,long_tenure,old,medio
1414915,27,7,U,2,75158.7,5,8,new,young,medio
1414990,32,20,M,2,169096.65000000002,6,9,long_tenure,young,alto
1415081,56,15,F,2,45566.8,1,4,long_tenure,middle,medio
1415103,50,17,M,2,151127.32,0,3,long_tenure,middle,alto
1415245,67,15,M,2,69727.91,2,5,long_tenure,old,medio
1415364,73,32,F,2,177554.5,2,5,long_tenure,old,alto
1416397,56,21,M,3,114109.66,1,4,long_tenure,middle,medio
1416408,53,20,M,3,314862.1,4,7,long_tenure,middle,alto
1416540,52,8,U,2,194969.64,1,4,new,middle,alto
1416615,36,13,M,3,55074.77,6,9,long_tenure,middle,medio
1416662,38,10,F,2,68948.6,2,5,long_tenure,middle,medio
1416973,66,16,F,2,38309.73,5,8,long_tenure,old,medio
1417165,41,14,M,2,343395.92,0,3,long_tenure,middle,alto
1417290,47,12,F,2,90899.75,5,8,long_tenure,middle,medio
1417586,26,6,U,3,77544.59,6,9,new,young,medio
1417640,64,29,F,3,1559013.0599999998,6,9,long_tenure,old,alto
1417769,73,7,U,2,111149.34,3,7,new,old,medio
1417850,46,8,F,2,29714.45,0,3,new,middle,bajo
1418190,33,12,F,2,80880.20999999999,1,4,long_tenure,middle,medio
1418262,55,6,U,3,371655.55,6,9,new,middle,alto
1418582,32,15,M,2,85121.28,3,6,long_tenure,young,medio
1418730,86,5,U,2,28873.96,2,5,new,old,bajo
1418876,28,10,M,2,100346.19,6,9,long_tenure,young,medio
1419076,27,20,F,4,146525.86,1,4,long_tenure,young,alto
1419301,32,3,U,2,279595.14,2,5,new,young,alto
1419363,36,20,F,3,56199.92999999999,2,5,long_tenure,middle,medio
1419408,55,16,F,2,173163.26,6,9,long_tenure,middle,alto
1419548,50,13,M,2,66129.08,1,4,long_tenure,middle,medio
1419647,40,18,F,3,229952.98,1,4,long_tenure,middle,alto
1420048,31,8,U,2,146553.88,3,6,new,young,alto
1420333,19,5,U,2,33748.11,2,5,new,young,bajo
1421629,28,8,F,4,97355.11,6,9,new,young,medio
1421689,52,5,M,2,444351.67,6,9,new,middle,alto
1421934,72,6,U,2,114044.77,0,3,new,old,medio
1421939,66,12,F,3,180397.51,6,9,long_tenure,old,alto
1422241,51,19,F,2,25170.22,6,9,long_tenure,middle,bajo
1423055,32,15,M,2,70891.4,2,5,long_tenure,young,medio
1423182,39,20,F,3,110297.39,2,5,long_tenure,middle,medio
1423305,25,20,M,2,125916.34,6,9,long_tenure,young,medio
1423461,38,19,M,2,103364.24,6,9,long_tenure,middle,medio
1423478,19,7,U,2,25575.85,0,3,new,young,bajo
1423566,56,24,M,4,395662.67,6,9,long_tenure,middle,alto
1423584,53,9,M,2,79790.62,4,7,new,middle,medio
1423635,70,7,U,2,613889.43,6,9,new,old,alto
1423754,63,5,U,2,67823.16,2,5,new,old,medio
1423857,37,8,U,2,179283.64,6,9,new,middle,alto
1424028,38,9,U,2,43614.87,3,6,new,middle,medio
1424045,80,9,M,2,60993.83,3,6,new,old,medio
1424263,37,14,F,2,50679.82,2,5,long_tenure,middle,medio
1424270,37,15,F,2,127085.59,3,6,long_tenure,middle,medio
1424304,25,6,U,3,52859.21,2,5,new,young,medio
1424427,29,5,U,2,34929.54,3,6,new,young,bajo
1424457,74,12,M,2,1497274.73,0,3,long_tenure,old,alto
1424491,49,14,U,2,29022.86,2,5,long_tenure,middle,bajo
1424582,47,7,M,2,127857.33,4,7,new,middle,medio
1424799,56,6,M,2,35245.97,2,5,new,middle,bajo
1425263,26,10,M,2,70155.29999999999,3,6,long_tenure,young,medio
1425337,30,4,U,3,41312.67,0,3,new,young,medio
1425535,37,6,M,2,28196.84,0,3,new,middle,bajo
1425785,67,23,F,2,109086.15,5,8,long_tenure,old,medio
1425787,26,4,U,3,106857.78,4,7,new,young,medio
1425793,58,16,M,2,43329.38,5,8,long_tenure,middle,medio
1425817,61,15,F,2,43628.32,5,9,long_tenure,old,medio
1425912,57,6,M,2,309695.82,6,9,new,middle,alto
1427054,32,4,U,2,45622.15,5,8,new,young,medio
1427473,29,5,U,2,27461.28,3,6,new,young,bajo
1427675,55,7,U,3,271188.44,3,6,new,middle,alto
1427729,23,6,U,2,31983.49,0,3,new,young,bajo
1428125,60,11,M,2,46559.45,1,4,long_tenure,old,medio
1428184,19,8,U,3,35787.93,6,9,new,young,bajo
1428321,42,12,F,2,35577.72,2,5,long_tenure,middle,bajo
1428836,45,16,F,3,55647.75,3,6,long_tenure,middle,medio
1429007,51,9,F,2,310011.78,4,7,new,middle,alto
1429199,27,8,M,3,186763.35,6,9,new,young,alto
1429436,33,8,U,2,24983.39,0,3,new,middle,bajo
1429449,30,13,M,2,31003.38,3,6,long_tenure,young,bajo
1429563,31,7,U,2,52578.39,3,6,new,young,medio
1429772,52,7,U,2,353761.29,2,5,new,middle,alto
1429794,66,6,U,2,34816.73,3,6,new,old,bajo
1430088,56,5,U,2,37688.42,6,9,new,middle,medio
1430383,39,4,U,2,30921.66,3,6,new,middle,bajo
1430624,36,18,U,3,334384.29,5,8,long_tenure,middle,alto
1430829,51,7,M,2,182964.91,4,7,new,middle,alto
1430839,80,28,F,2,119916.19,1,4,long_tenure,old,medio
1431047,46,5,M,2,59135.82,4,7,new,middle,medio
1431526,30,12,M,2,67340.54999999999,6,9,long_tenure,young,medio
1431817,21,7,U,3,79893.70999999999,5,8,new,young,medio
1432192,41,5,U,2,31621.52,5,8,new,middle,bajo
1432936,61,25,M,2,287213.31,3,6,long_tenure,old,alto
1432979,35,14,F,3,37221.66,6,9,long_tenure,middle,bajo
1433050,53,6,M,2,103500.15,6,9,new,middle,medio
1433116,23,4,U,2,35130.149999999994,2,5,new,young,bajo
1433186,57,12,F,3,183070.72,3,6,long_tenure,middle,alto
1433299,38,5,M,2,41387.35,5,8,new,middle,medio
1433405,30,4,U,2,50398.69,6,9,new,young,medio
1433566,55,7,U,2,156901.27000000002,2,5,new,middle,alto
1433649,68,12,M,2,761763.75,5,8,long_tenure,old,alto
1433776,39,8,U,2,56141.44,0,3,new,middle,medio
1433975,65,6,M,2,95208.28,6,9,new,old,medio
1434054,55,12,M,2,637323.86,2,5,long_tenure,middle,alto
1434199,39,13,M,4,1852708.37,6,9,long_tenure,middle,alto
1434262,25,21,M,3,62488.77,1,4,long_tenure,young,medio
1434264,53,9,F,2,102594.61,2,5,new,middle,medio
1434270,50,6,U,2,84187.43,5,8,new,middle,medio
1434291,39,7,U,3,39020.85,4,7,new,middle,medio
1434369,33,5,U,2,105246.27,1,4,new,middle,medio
1434609,48,6,F,3,76174.76,6,9,new,middle,medio
1434751,60,14,M,2,39402.78,6,9,long_tenure,old,medio
1435050,52,15,F,2,1589727.12,1,4,long_tenure,middle,alto
1435291,67,6,U,2,31848.09,4,7,new,old,bajo
1435416,36,11,F,2,91189.91,0,3,long_tenure,middle,medio
1435472,73,20,M,3,634749.43,4,7,long_tenure,old,alto
1435541,27,8,M,2,25555.39,3,6,new,young,bajo
1435683,39,5,U,3,143875.09999999998,4,7,new,middle,alto
1435713,23,4,M,2,45086.01,1,4,new,young,medio
1435758,49,5,U,2,35629.36,4,7,new,middle,bajo
1435852,29,6,U,2,24073.06,2,5,new,young,bajo
1436025,45,7,U,2,65627.54999999999,3,6,new,middle,medio
1436429,41,15,M,2,50832.85,6,9,long_tenure,middle,medio
1436455,59,22,M,2,46597.61,6,9,long_tenure,middle,medio
1436462,53,15,F,2,92899.02,3,6,long_tenure,middle,medio
1436536,46,7,U,2,123684.98,0,3,new,middle,medio
1436711,20,11,M,2,83040.36,6,9,long_tenure,young,medio
1436784,23,4,U,3,67003.15,6,9,new,young,medio
1436836,57,10,M,2,181445.83,6,9,long_tenure,middle,alto
1436928,37,21,F,3,538911.43,5,8,long_tenure,middle,alto
1437008,27,11,F,2,40974.72,2,5,long_tenure,young,medio
1437067,60,9,M,2,32525.87,2,5,new,old,bajo
1437239,56,21,F,3,170424.96000000002,1,4,long_tenure,middle,alto
1437247,32,9,F,2,106103.76,0,3,new,young,medio
1437677,35,6,U,2,60220.79,6,9,new,middle,medio
1437753,35,9,M,2,119993.63,6,9,new,middle,medio
1437766,35,9,M,2,81793.73999999999,1,4,new,middle,medio
1438075,63,21,F,2,37681.69,1,4,long_tenure,old,medio
1438266,30,11,F,2,62207.34,6,9,long_tenure,young,medio
1438555,39,10,U,2,54033.8,1,4,long_tenure,middle,medio
1438559,37,6,U,2,29017.09,1,4,new,middle,bajo
1438671,54,10,F,2,36684.49,3,6,long_tenure,middle,bajo
1439522,32,5,U,2,52467.78999999999,6,9,new,young,medio
1439526,19,7,U,3,104998.97,2,5,new,young,medio
1439754,55,15,M,2,27131.4,3,6,long_tenure,middle,bajo
1439774,59,9,M,2,81859.95999999999,6,9,new,middle,medio
1440347,44,4,F,2,179009.21999999997,6,9,new,middle,alto
1440376,70,7,U,2,35560.009999999995,1,4,new,old,bajo
1440446,38,6,M,2,51257.14,6,9,new,middle,medio
1440714,22,3,U,2,27796.62,0,3,new,young,bajo
1441587,37,12,M,3,105942.39,0,3,long_tenure,middle,medio
1441674,23,4,U,2,60105.14,5,8,new,young,medio
1441929,69,26,F,2,52125.26,2,5,long_tenure,old,medio
1442097,58,9,F,2,127535.76,3,6,new,middle,medio
1442196,55,25,M,4,601117.92,6,9,long_tenure,middle,alto
1442286,50,4,U,2,46501.17999999999,2,5,new,middle,medio
1442875,52,24,F,2,56930.04,1,5,long_tenure,middle,medio
1442929,31,12,M,5,524769.15,6,9,long_tenure,young,alto
1443121,66,17,F,2,46272.8,5,8,long_tenure,old,medio
1443174,31,6,U,2,54702.67,0,3,new,young,medio
1443271,25,6,F,2,25159.16,1,4,new,young,bajo
1443359,62,13,M,2,44950.67,3,6,long_tenure,old,medio
1443967,28,9,F,3,90060.59999999999,6,9,new,young,medio
1444258,29,5,U,2,151200.76,6,9,new,young,alto
1444292,49,8,M,2,24902.69,0,3,new,middle,bajo
1444484,80,5,U,2,35166.59,3,6,new,old,bajo
1444506,51,25,F,2,732372.77,6,9,long_tenure,middle,alto
1444903,28,8,M,3,51070.73,0,3,new,young,medio
1444905,66,5,U,2,87440.6,5,8,new,old,medio
1445043,34,11,F,2,67715.28,6,9,long_tenure,middle,medio
1445252,55,12,F,2,45509.0,1,4,long_tenure,middle,medio
1445317,56,7,U,2,52858.81,3,6,new,middle,medio
1445649,53,15,M,2,114009.93,1,4,long_tenure,middle,medio
1445747,37,4,U,3,52830.07,0,3,new,middle,medio
1445968,61,7,U,2,267209.91,5,8,new,old,alto
1445976,52,16,M,2,77144.7,6,9,long_tenure,middle,medio
1445998,56,6,U,2,35698.259999999995,6,9,new,middle,bajo
1446244,43,10,F,2,238558.43,2,5,long_tenure,middle,alto
1446369,56,14,F,2,294590.88,3,6,long_tenure,middle,alto
1446469,25,19,M,3,66412.48999999999,6,9,long_tenure,young,medio
1446719,42,6,U,2,56833.68,2,5,new,middle,medio
1447028,57,19,M,2,114296.37,1,4,long_tenure,middle,medio
1447181,70,5,U,2,72225.35,6,9,new,old,medio
1447336,42,34,F,2,33969.619999999995,1,4,long_tenure,middle,bajo
1447431,60,13,F,2,47385.99,4,7,long_tenure,old,medio
1447441,24,6,U,2,30381.38,6,9,new,young,bajo
1447898,34,7,U,2,40623.22,2,5,new,middle,medio
1448725,27,13,F,2,51881.51,6,9,long_tenure,young,medio
1449791,21,7,U,2,33405.27,0,3,new,young,bajo
1449950,66,21,F,2,149125.59999999998,2,5,long_tenure,old,alto
1450142,57,28,M,2,147303.4,1,4,long_tenure,middle,alto
1450289,49,11,F,4,209681.1,2,5,long_tenure,middle,alto
1450299,43,7,U,3,322051.39,3,6,new,middle,alto
1450760,23,6,U,3,33002.34,5,8,new,young,bajo
1450793,67,20,F,2,50510.21,1,4,long_tenure,old,medio
1451177,20,5,U,2,39288.92,1,4,new,young,medio
1451414,40,6,U,2,52367.8,3,6,new,middle,medio
1452291,52,13,M,2,120600.84,1,4,long_tenure,middle,medio
1452713,69,17,M,3,576862.13,3,6,long_tenure,old,alto
1453196,49,18,M,4,525211.56,2,5,long_tenure,middle,alto
1453213,50,4,M,3,585085.4700000001,1,4,new,middle,alto
1453322,22,6,U,2,60363.26,6,9,new,young,medio
1453759,47,6,F,2,58889.01,2,5,new,middle,medio
1453854,63,18,M,2,31925.57,2,5,long_tenure,old,bajo
1453972,28,7,U,2,37476.21,0,3,new,young,bajo
1454014,20,5,U,3,165131.31,6,9,new,young,alto
1454317,43,22,M,3,109823.67,6,9,long_tenure,middle,medio
1454475,35,7,U,2,76505.5,1,4,new,middle,medio
1454674,21,12,M,3,37002.15,6,9,long_tenure,young,bajo
1454975,58,26,U,2,153115.63,2,5,long_tenure,middle,alto
1455022,31,5,U,2,56034.55,6,9,new,young,medio
1455063,48,14,M,2,44770.0,2,5,long_tenure,middle,medio
1455127,50,17,M,4,709397.4400000001,5,8,long_tenure,middle,alto
1455162,47,7,U,2,78385.94,2,5,new,middle,medio
1455365,57,22,M,4,127444.43,0,3,long_tenure,middle,medio
1455516,31,10,F,2,101693.34,1,4,long_tenure,young,medio
1455544,34,17,M,3,74628.82,2,5,long_tenure,middle,medio
1455637,55,8,M,2,42332.4,1,4,new,middle,medio
1455660,55,15,F,2,56588.44,5,8,long_tenure,middle,medio
1455865,46,31,M,2,26630.37,6,9,long_tenure,middle,bajo
1456118,65,14,F,3,150579.19,4,7,long_tenure,old,alto
1456379,27,23,F,2,27320.33,2,5,long_tenure,young,bajo
1456421,26,9,M,2,30543.05,4,7,new,young,bajo
1456682,24,6,U,2,51890.65,4,7,new,young,medio
1457423,33,6,U,2,40532.1,2,5,new,middle,medio
1457497,48,15,F,2,34223.66,0,3,long_tenure,middle,bajo
1458074,43,19,M,2,27545.39,1,4,long_tenure,middle,bajo
1458456,52,11,F,2,49363.45,3,6,long_tenure,middle,medio
1458536,44,14,M,4,1041260.87,6,9,long_tenure,middle,alto
1458726,32,13,F,2,58007.45,2,5,long_tenure,young,medio
1459001,72,20,M,3,166623.2,1,4,long_tenure,old,alto
1459221,37,8,U,2,25656.51,1,4,new,middle,bajo
1459231,59,9,M,2,76560.16,3,6,new,middle,medio
1459612,26,4,U,2,56907.96,2,5,new,young,medio
1459854,55,6,U,2,32186.37,2,5,new,middle,bajo
1460398,30,4,U,2,44571.1,6,9,new,young,medio
1460648,40,24,F,5,121700.66,5,8,long_tenure,middle,medio
1460789,53,15,F,2,210150.14,6,9,long_tenure,middle,alto
1460992,65,9,M,2,54642.47,0,3,new,old,medio
1461086,42,14,F,2,80473.14,6,9,long_tenure,middle,medio
1461624,44,5,U,3,184893.41,5,8,new,middle,alto
1461698,36,10,F,2,75671.51,6,9,long_tenure,middle,medio
1461831,39,15,F,2,37389.9,1,4,long_tenure,middle,bajo
